1401
1402
(4, 22, 4)
(3, 22, 4)
(2, 22, 4)
(2, 22, 5)
(2, 21, 4)
(1, 22, 4)
(1, 21, 3)
(1, 20, 3)
(2, 19, 3)
(1, 19, 3)
(1, 20, 4)
(1, 20, 5)
(0, 21, 5)
(0, 21, 4)
(1, 21, 4)
(1, 22, 3)
(2, 23, 3)
(3, 24, 3)
(3, 25, 3)
(3, 25, 2)
(4, 25, 3)
(4, 26, 3)
(3, 27, 3)
(3, 27, 4)
(3, 26, 4)
(2, 25, 4)
(2, 26, 3)
(2, 25, 2)
(3, 26, 2)
(3, 25, 1)
(4, 24, 1)
(3, 24, 0)
(4, 23, 0)
(4, 23, 1)
(3, 22, 1)
(4, 21, 1)
(4, 22, 0)
(3, 23, 0)
(3, 22, 0)
(4, 21, 0)
(4, 20, 0)
(5, 21, 0)
(5, 22, 0)
(5, 23, 0)
(5, 24, 1)
(6, 25, 1)
(5, 25, 2)
(5, 26, 1)
(5, 27, 2)
(4, 27, 2)
(5, 26, 2)
(5, 26, 3)
(6, 27, 3)
(6, 27, 2)
(7, 26, 2)
(7, 27, 1)
(7, 28, 0)
(7, 29, 1)
(7, 30, 2)
(8, 30, 3)
(8, 31, 4)
(9, 30, 4)
(9, 31, 3)
(10, 32, 3)
(9, 32, 3)
(8, 32, 4)
(8, 32, 5)
(9, 31, 5)
(10, 31, 6)
(9, 32, 6)
(10, 32, 7)
(11, 33, 7)
(11, 34, 8)
(10, 34, 9)
(10, 35, 8)
(10, 35, 7)
(10, 36, 8)
(11, 36, 7)
(12, 37, 7)
(12, 37, 6)
(11, 36, 6)
(12, 36, 7)
(13, 35, 7)
(14, 36, 7)
(15, 37, 7)
(15, 38, 6)
(14, 38, 7)
(13, 38, 6)
(12, 38, 5)
(11, 37, 5)
(10, 37, 5)
(9, 37, 4)
(9, 38, 5)
(10, 38, 6)
(11, 39, 6)
(11, 39, 7)
(12, 38, 7)
(11, 38, 6)
(10, 38, 5)
(9, 39, 5)
(8, 39, 4)
(8, 39, 3)
(7, 39, 2)
(8, 40, 2)
(9, 39, 2)
(9, 40, 3)
(8, 40, 4)
(8, 41, 5)
(8, 42, 6)
(9, 41, 6)
(8, 41, 6)
(8, 42, 5)
(8, 43, 4)
(7, 43, 5)
(7, 43, 6)
(6, 44, 6)
(5, 45, 6)
(5, 44, 7)
(5, 45, 8)
(5, 46, 9)
(5, 47, 8)
(6, 47, 7)
(6, 47, 8)
(5, 47, 7)
(4, 47, 8)
(3, 47, 9)
(3, 48, 9)
(4, 48, 8)
(3, 48, 7)
(2, 48, 6)
(1, 48, 5)
(1, 49, 6)
(2, 50, 6)
(3, 50, 7)
(4, 50, 8)
(4, 49, 7)
(3, 49, 6)
(3, 48, 5)
(4, 48, 6)
(5, 49, 6)
(6, 49, 5)
(6, 49, 6)
(6, 48, 5)
(5, 49, 5)
(4, 50, 5)
(5, 51, 5)
(5, 50, 6)
(5, 49, 7)
(5, 48, 8)
(4, 49, 8)
(4, 48, 9)
(4, 49, 10)
(3, 49, 11)
(2, 48, 11)
(3, 47, 11)
(3, 48, 10)
(4, 47, 10)
(4, 48, 10)
(3, 47, 10)
(3, 46, 9)
(3, 45, 9)
(4, 46, 9)
(4, 46, 8)
(4, 47, 7)
(4, 46, 7)
(4, 45, 7)
(3, 45, 6)
(4, 45, 6)
(3, 45, 7)
(2, 45, 7)
(2, 44, 7)
(3, 43, 7)
(3, 44, 8)
(2, 45, 8)
(2, 44, 8)
(3, 44, 7)
(3, 43, 8)
(2, 43, 8)
(2, 42, 9)
(1, 42, 8)
(2, 41, 8)
(3, 40, 8)
(2, 40, 7)
(2, 41, 7)
(2, 42, 8)
(3, 42, 9)
(4, 42, 9)
(4, 41, 8)
(3, 41, 9)
(3, 41, 10)
(3, 40, 10)
(4, 40, 9)
(4, 39, 10)
(3, 38, 10)
(4, 38, 10)
(4, 39, 11)
(5, 40, 11)
(5, 41, 11)
(5, 42, 12)
(6, 43, 12)
(6, 42, 11)
(7, 42, 12)
(8, 42, 12)
(9, 42, 11)
(10, 42, 11)
(10, 43, 12)
(10, 44, 13)
(10, 44, 12)
(11, 45, 12)
(10, 45, 12)
(10, 46, 11)
(10, 47, 11)
(10, 48, 11)
(10, 49, 10)
(10, 48, 9)
(10, 49, 8)
(10, 50, 9)
(10, 49, 9)
(11, 48, 9)
(11, 49, 10)
(10, 50, 10)
(9, 50, 10)
(10, 51, 10)
(10, 51, 11)
(10, 52, 10)
(11, 52, 11)
(12, 51, 11)
(11, 51, 12)
(12, 51, 13)
(12, 52, 12)
(12, 51, 12)
(13, 51, 12)
(12, 50, 12)
(13, 50, 12)
(14, 50, 11)
(15, 50, 10)
(15, 51, 10)
(14, 50, 10)
(14, 49, 9)
(13, 49, 8)
(12, 48, 8)
(11, 47, 8)
(11, 46, 7)
(10, 47, 7)
(9, 47, 6)
(9, 46, 7)
(8, 47, 7)
(8, 47, 6)
(7, 47, 7)
(8, 47, 8)
(8, 47, 9)
(8, 47, 10)
(9, 48, 10)
(9, 48, 9)
(10, 48, 10)
(11, 48, 11)
(10, 49, 11)
(9, 49, 12)
(10, 50, 12)
(11, 50, 13)
(10, 49, 13)
(10, 50, 14)
(9, 50, 14)
(8, 49, 14)
(8, 50, 15)
(9, 50, 15)
(8, 50, 16)
(8, 49, 15)
(8, 50, 14)
(8, 50, 13)
(8, 51, 12)
(9, 51, 12)
(9, 52, 11)
(9, 52, 12)
(9, 52, 13)
(9, 53, 13)
(9, 54, 14)
(10, 54, 13)
(10, 53, 13)
(9, 53, 14)
(8, 53, 15)
(8, 54, 15)
(8, 55, 16)
(8, 54, 16)
(8, 55, 15)
(9, 56, 15)
(10, 57, 15)
(11, 57, 15)
(12, 56, 15)
(13, 56, 16)
(13, 56, 15)
(13, 57, 16)
(12, 57, 16)
(12, 58, 16)
(11, 59, 16)
(10, 59, 16)
(10, 58, 16)
(9, 58, 15)
(9, 59, 14)
(9, 60, 14)
(10, 60, 14)
(10, 60, 13)
(10, 61, 13)
(11, 61, 14)
(11, 62, 14)
(10, 61, 14)
(9, 61, 15)
(9, 61, 16)
(8, 60, 16)
(7, 61, 16)
(8, 61, 15)
(8, 62, 15)
(8, 62, 14)
(9, 62, 14)
(8, 63, 14)
(9, 63, 13)
(9, 64, 14)
(9, 63, 15)
(9, 63, 14)
(8, 63, 15)
(7, 62, 15)
(8, 62, 16)
(9, 62, 16)
(10, 63, 16)
(9, 63, 16)
(9, 64, 15)
(10, 64, 15)
(10, 64, 16)
(11, 65, 16)
(12, 66, 16)
(13, 66, 16)
(13, 65, 15)
(12, 65, 14)
(12, 66, 13)
(11, 66, 14)
(10, 66, 14)
(9, 66, 13)
(9, 65, 12)
(9, 65, 11)
(10, 65, 10)
(10, 64, 10)
(10, 63, 10)
(10, 62, 9)
(10, 62, 8)
(11, 63, 8)
(11, 64, 7)
(11, 63, 6)
(11, 63, 5)
(12, 63, 6)
(12, 62, 7)
(12, 61, 7)
(13, 60, 7)
(13, 59, 6)
(13, 59, 7)
(13, 58, 8)
(12, 57, 8)
(13, 57, 8)
(13, 58, 9)
(14, 58, 8)
(15, 57, 8)
(16, 56, 8)
(16, 56, 9)
(17, 56, 9)
(18, 57, 9)
(19, 58, 9)
(19, 59, 10)
(20, 60, 10)
(20, 61, 9)
(19, 60, 9)
(18, 59, 9)
(18, 60, 10)
(18, 61, 10)
(19, 60, 10)
(19, 60, 11)
(20, 60, 12)
(19, 61, 12)
(20, 61, 11)
(20, 61, 10)
(19, 62, 10)
(19, 62, 11)
(19, 61, 11)
(19, 60, 12)
(18, 61, 12)
(18, 62, 12)
(17, 63, 12)
(17, 62, 11)
(16, 62, 11)
(17, 62, 10)
(16, 63, 10)
(17, 63, 11)
(17, 64, 10)
(17, 65, 9)
(18, 65, 10)
(18, 65, 9)
(18, 66, 9)
(18, 66, 10)
(17, 66, 9)
(16, 66, 10)
(17, 66, 10)
(17, 66, 11)
(16, 65, 11)
(15, 66, 11)
(16, 66, 12)
(16, 66, 13)
(15, 65, 13)
(15, 64, 13)
(15, 63, 14)
(14, 64, 14)
(14, 64, 13)
(15, 63, 13)
(15, 62, 12)
(16, 62, 12)
(16, 61, 11)
(17, 60, 11)
(16, 60, 10)
(17, 61, 10)
(17, 61, 9)
(16, 62, 9)
(15, 61, 9)
(16, 61, 10)
(17, 61, 11)
(17, 61, 12)
(17, 60, 13)
(17, 61, 13)
(16, 60, 13)
(15, 60, 13)
(16, 60, 12)
(16, 59, 12)
(16, 58, 13)
(17, 57, 13)
(18, 57, 12)
(18, 56, 13)
(17, 56, 13)
(16, 56, 13)
(15, 56, 14)
(15, 57, 15)
(15, 57, 16)
(14, 57, 15)
(13, 58, 15)
(13, 58, 16)
(12, 58, 15)
(12, 58, 14)
(12, 58, 13)
(12, 58, 12)
(11, 58, 12)
(11, 57, 13)
(11, 56, 13)
(10, 56, 13)
(10, 56, 14)
(10, 56, 15)
(9, 56, 16)
(10, 55, 16)
(11, 54, 16)
(12, 53, 16)
(13, 52, 16)
(14, 53, 16)
(14, 54, 16)
(15, 54, 16)
(14, 55, 16)
(13, 54, 16)
(13, 53, 15)
(12, 53, 15)
(12, 54, 15)
(11, 55, 15)
(11, 55, 16)
(10, 55, 15)
(9, 54, 15)
(10, 54, 15)
(9, 55, 15)
(9, 56, 14)
(8, 57, 14)
(8, 58, 13)
(9, 58, 12)
(8, 58, 11)
(7, 58, 10)
(8, 58, 9)
(8, 57, 10)
(9, 57, 11)
(9, 56, 11)
(8, 55, 11)
(8, 56, 10)
(7, 56, 9)
(8, 56, 9)
(8, 57, 8)
(7, 57, 8)
(8, 58, 8)
(9, 58, 8)
(10, 57, 8)
(10, 56, 9)
(9, 56, 8)
(9, 56, 9)
(10, 55, 9)
(10, 56, 8)
(11, 55, 8)
(11, 56, 7)
(11, 55, 7)
(12, 56, 7)
(12, 55, 8)
(13, 56, 8)
(14, 55, 8)
(13, 55, 8)
(13, 56, 9)
(12, 56, 8)
(11, 56, 8)
(12, 56, 9)
(11, 55, 9)
(11, 54, 8)
(11, 54, 7)
(10, 54, 8)
(10, 53, 9)
(9, 53, 9)
(10, 53, 10)
(9, 54, 10)
(9, 54, 11)
(9, 53, 11)
(8, 53, 11)
(8, 54, 10)
(7, 54, 10)
(6, 55, 10)
(6, 55, 11)
(5, 55, 11)
(5, 54, 12)
(6, 53, 12)
(5, 52, 12)
(5, 51, 11)
(4, 51, 11)
(3, 51, 12)
(3, 52, 12)
(4, 51, 12)
(4, 52, 13)
(4, 53, 14)
(3, 52, 14)
(2, 52, 15)
(2, 51, 16)
(2, 51, 15)
(2, 51, 14)
(2, 51, 13)
(1, 51, 12)
(0, 52, 12)
(0, 52, 11)
(1, 53, 11)
(1, 52, 11)
(0, 52, 10)
(0, 51, 10)
(0, 50, 10)
(1, 51, 10)
(1, 52, 10)
(2, 52, 11)
(2, 51, 11)
(3, 50, 11)
(4, 49, 11)
(4, 50, 10)
(3, 50, 9)
(3, 49, 8)
(3, 48, 8)
(3, 49, 7)
(2, 50, 7)
(2, 49, 8)
(1, 49, 7)
(0, 49, 6)
(0, 48, 6)
(0, 47, 5)
(0, 48, 4)
(0, 49, 5)
(0, 48, 5)
(1, 47, 5)
(0, 47, 6)
(0, 48, 7)
(1, 48, 6)
(1, 47, 7)
(1, 46, 7)
(0, 46, 8)
(0, 46, 7)
(1, 46, 8)
(2, 46, 8)
(3, 45, 8)
(4, 45, 9)
(5, 44, 9)
(5, 43, 9)
(4, 43, 10)
(4, 44, 11)
(3, 45, 11)
(3, 44, 11)
(2, 44, 10)
(2, 44, 11)
(2, 43, 11)
(2, 43, 12)
(3, 43, 11)
(3, 43, 12)
(2, 42, 12)
(1, 42, 13)
(1, 41, 14)
(1, 40, 14)
(2, 40, 15)
(2, 39, 15)
(2, 38, 16)
(2, 38, 15)
(2, 37, 16)
(2, 36, 15)
(1, 37, 15)
(1, 36, 16)
(0, 35, 16)
(0, 35, 15)
(1, 35, 14)
(1, 36, 14)
(2, 36, 13)
(2, 37, 13)
(3, 36, 13)
(2, 35, 13)
(1, 35, 12)
(0, 35, 11)
(0, 36, 12)
(0, 37, 12)
(1, 36, 12)
(2, 37, 12)
(3, 37, 11)
(2, 36, 11)
(2, 36, 12)
(2, 35, 12)
(3, 36, 12)
(4, 37, 12)
(4, 38, 12)
(5, 39, 12)
(5, 39, 11)
(5, 38, 10)
(6, 38, 9)
(5, 38, 9)
(6, 37, 9)
(5, 36, 9)
(4, 37, 9)
(3, 37, 9)
(4, 37, 8)
(4, 38, 8)
(5, 39, 8)
(6, 39, 8)
(7, 39, 8)
(6, 39, 7)
(7, 39, 7)
(7, 38, 7)
(7, 38, 8)
(7, 38, 9)
(8, 39, 9)
(9, 39, 8)
(8, 38, 8)
(9, 37, 8)
(9, 36, 8)
(8, 36, 7)
(9, 35, 7)
(9, 36, 6)
(8, 36, 6)
(7, 36, 7)
(7, 36, 8)
(6, 35, 8)
(7, 35, 9)
(7, 36, 10)
(6, 36, 9)
(7, 36, 9)
(8, 36, 9)
(8, 37, 8)
(8, 37, 9)
(7, 37, 8)
(6, 37, 7)
(5, 36, 7)
(6, 36, 6)
(5, 36, 6)
(5, 37, 5)
(5, 38, 5)
(4, 38, 4)
(5, 38, 3)
(5, 37, 3)
(4, 37, 2)
(4, 37, 3)
(3, 38, 3)
