1401
1402
(21, 7, 4)
(20, 7, 3)
(20, 6, 3)
(21, 5, 3)
(20, 4, 3)
(20, 3, 2)
(19, 3, 1)
(18, 4, 1)
(17, 4, 0)
(16, 3, 0)
(15, 4, 0)
(15, 5, 1)
(15, 5, 0)
(16, 5, 0)
(15, 6, 0)
(14, 6, 0)
(15, 6, 1)
(14, 5, 1)
(13, 5, 2)
(12, 4, 2)
(13, 3, 2)
(13, 4, 1)
(14, 3, 1)
(15, 3, 1)
(16, 2, 1)
(16, 2, 2)
(15, 2, 1)
(15, 1, 0)
(15, 0, 1)
(14, 0, 1)
(14, 1, 2)
(15, 2, 2)
(15, 3, 3)
(16, 3, 2)
(15, 4, 2)
(14, 4, 3)
(13, 4, 4)
(14, 5, 4)
(13, 5, 5)
(12, 4, 5)
(12, 5, 4)
(13, 6, 4)
(14, 6, 5)
(14, 7, 6)
(14, 8, 7)
(15, 8, 6)
(14, 9, 6)
(14, 9, 5)
(14, 9, 4)
(13, 10, 4)
(12, 9, 4)
(12, 10, 4)
(11, 10, 4)
(12, 10, 3)
(12, 9, 2)
(12, 10, 1)
(13, 9, 1)
(12, 9, 1)
(11, 8, 1)
(10, 8, 2)
(10, 8, 3)
(9, 7, 3)
(10, 7, 2)
(11, 7, 2)
(11, 7, 1)
(12, 7, 1)
(13, 7, 1)
(13, 8, 0)
(12, 9, 0)
(12, 8, 0)
(12, 8, 1)
(11, 8, 2)
(10, 8, 1)
(9, 8, 2)
(8, 8, 1)
(8, 7, 0)
(9, 7, 0)
(8, 6, 0)
(8, 5, 1)
(9, 5, 2)
(8, 4, 2)
(7, 5, 2)
(7, 5, 3)
(8, 4, 3)
(8, 3, 3)
(7, 4, 3)
(7, 3, 2)
(6, 3, 1)
(5, 3, 2)
(6, 4, 2)
(6, 5, 2)
(5, 5, 2)
(4, 6, 2)
(3, 6, 3)
(4, 7, 3)
(5, 7, 4)
(4, 8, 4)
(5, 9, 4)
(5, 10, 5)
(6, 10, 5)
(7, 10, 5)
(7, 9, 6)
(8, 8, 6)
(8, 7, 6)
(7, 7, 6)
(8, 6, 6)
(8, 5, 5)
(8, 4, 6)
(8, 5, 6)
(7, 4, 6)
(6, 4, 7)
(6, 5, 6)
(5, 5, 6)
(5, 6, 7)
(5, 6, 6)
(5, 6, 5)
(5, 7, 5)
(4, 7, 5)
(3, 6, 5)
(2, 6, 6)
(2, 5, 7)
(1, 6, 7)
(1, 7, 8)
(0, 6, 8)
(0, 5, 8)
(0, 4, 8)
(0, 4, 7)
(0, 3, 8)
(1, 3, 9)
(1, 3, 10)
(1, 4, 11)
(0, 3, 11)
(0, 3, 12)
(0, 4, 13)
(1, 3, 13)
(1, 3, 12)
(1, 3, 11)
(1, 2, 11)
(0, 1, 11)
(0, 2, 11)
(0, 1, 10)
(0, 2, 10)
(0, 3, 9)
(0, 4, 10)
(0, 5, 11)
(0, 6, 11)
(0, 5, 12)
(0, 6, 12)
(0, 7, 13)
(1, 7, 13)
(0, 6, 13)
(0, 7, 14)
(0, 6, 15)
(1, 6, 16)
(1, 5, 16)
(0, 5, 15)
(1, 6, 15)
(2, 6, 14)
(2, 5, 15)
(3, 5, 16)
(4, 5, 16)
(4, 6, 16)
(5, 5, 16)
(6, 4, 16)
(7, 3, 16)
(7, 4, 16)
(8, 4, 15)
(7, 4, 15)
(6, 4, 14)
(6, 5, 14)
(7, 5, 15)
(8, 5, 14)
(9, 5, 14)
(10, 5, 13)
(10, 5, 12)
(10, 4, 13)
(11, 4, 14)
(11, 3, 14)
(10, 3, 14)
(10, 3, 15)
(10, 4, 16)
(9, 4, 16)
(8, 5, 16)
(7, 6, 16)
(7, 7, 15)
(8, 7, 15)
(9, 6, 15)
(8, 6, 16)
(7, 6, 15)
(7, 6, 14)
(7, 6, 13)
(7, 5, 14)
(8, 6, 14)
(8, 6, 13)
(8, 5, 12)
(7, 5, 13)
(6, 4, 13)
(5, 4, 14)
(4, 3, 14)
(4, 2, 13)
(5, 1, 13)
(4, 1, 14)
(5, 1, 15)
(5, 2, 15)
(4, 3, 15)
(3, 3, 16)
(3, 4, 15)
(3, 4, 14)
(3, 4, 13)
(3, 5, 12)
(2, 5, 13)
(2, 4, 12)
(2, 4, 13)
(2, 3, 14)
(1, 4, 14)
(0, 3, 14)
(0, 4, 15)
(0, 3, 15)
(1, 4, 15)
(1, 4, 16)
(2, 5, 16)
(2, 4, 15)
(2, 3, 15)
(2, 3, 16)
(2, 2, 16)
(2, 2, 15)
(2, 1, 15)
(2, 0, 16)
(1, 1, 16)
(0, 0, 16)
(0, 1, 15)
(1, 1, 14)
(1, 1, 13)
(0, 0, 13)
(0, 0, 14)
(0, 1, 14)
(0, 2, 15)
(1, 2, 14)
(1, 1, 15)
(2, 1, 14)
(3, 2, 14)
(2, 2, 14)
(2, 2, 13)
(3, 3, 13)
(3, 4, 12)
(2, 4, 11)
(2, 5, 10)
(1, 5, 9)
(2, 6, 9)
(3, 6, 9)
(4, 6, 9)
(4, 7, 10)
(3, 8, 10)
(2, 8, 11)
(3, 9, 11)
(3, 8, 12)
(2, 7, 12)
(3, 7, 13)
(4, 7, 13)
(4, 8, 13)
(5, 8, 14)
(4, 9, 14)
(3, 8, 14)
(4, 8, 15)
(5, 9, 15)
(5, 9, 14)
(6, 9, 15)
(7, 9, 15)
(7, 8, 15)
(7, 8, 16)
(8, 8, 16)
(9, 7, 16)
(9, 6, 16)
(10, 5, 16)
(9, 5, 16)
(8, 4, 16)
(8, 5, 15)
(8, 6, 15)
(8, 7, 14)
(9, 7, 15)
(8, 7, 16)
(7, 7, 16)
(6, 7, 16)
(6, 8, 15)
(6, 7, 14)
(6, 6, 13)
(7, 7, 13)
(7, 8, 12)
(8, 8, 13)
(8, 9, 12)
(9, 9, 12)
(9, 10, 12)
(8, 10, 12)
(8, 11, 13)
(8, 10, 13)
(9, 11, 13)
(9, 10, 14)
(8, 10, 14)
(7, 10, 13)
(7, 10, 12)
(7, 11, 11)
(8, 11, 10)
(9, 12, 10)
(8, 12, 10)
(9, 12, 11)
(9, 11, 11)
(10, 11, 11)
(10, 11, 10)
(10, 11, 9)
(9, 10, 9)
(9, 11, 8)
(9, 10, 8)
(8, 11, 8)
(8, 10, 9)
(7, 10, 10)
(7, 10, 11)
(7, 11, 10)
(6, 11, 11)
(5, 11, 12)
(5, 12, 13)
(5, 13, 13)
(6, 13, 13)
(6, 12, 14)
(5, 12, 14)
(5, 11, 15)
(4, 12, 15)
(3, 13, 15)
(3, 14, 15)
(4, 14, 14)
(4, 15, 14)
(3, 15, 14)
(3, 15, 13)
(4, 15, 12)
(3, 14, 12)
(3, 14, 13)
(4, 14, 13)
(4, 13, 14)
(4, 14, 15)
(5, 14, 14)
(6, 14, 15)
(7, 13, 15)
(7, 12, 15)
(6, 12, 15)
(6, 13, 16)
(6, 14, 16)
(5, 13, 16)
(5, 14, 16)
(5, 15, 16)
(6, 15, 16)
(5, 15, 15)
(6, 15, 15)
(6, 14, 14)
(5, 14, 13)
(4, 15, 13)
(4, 14, 12)
(5, 15, 12)
(4, 16, 12)
(5, 16, 12)
(5, 15, 13)
(5, 16, 14)
(5, 15, 14)
(5, 14, 15)
(5, 13, 15)
(6, 13, 14)
(7, 12, 14)
(8, 12, 14)
(8, 12, 15)
(8, 11, 15)
(7, 11, 14)
(7, 11, 13)
(7, 11, 12)
(7, 12, 11)
(7, 12, 10)
(6, 12, 9)
(6, 12, 10)
(6, 13, 9)
(7, 13, 8)
(7, 12, 7)
(8, 12, 6)
(8, 11, 6)
(8, 10, 7)
(7, 11, 7)
(6, 10, 7)
(6, 9, 6)
(7, 9, 7)
(7, 8, 6)
(6, 8, 5)
(6, 8, 6)
(5, 8, 5)
(4, 9, 5)
(5, 9, 6)
(6, 9, 7)
(7, 9, 8)
(8, 9, 9)
(7, 9, 9)
(7, 10, 9)
(8, 10, 8)
(8, 11, 9)
(7, 12, 9)
(8, 13, 9)
(9, 12, 9)
(9, 13, 8)
(8, 12, 8)
(8, 12, 9)
(9, 13, 9)
(10, 13, 9)
(9, 14, 9)
(10, 14, 10)
(10, 15, 9)
(9, 16, 9)
(9, 16, 8)
(9, 17, 7)
(10, 17, 8)
(10, 16, 8)
(10, 15, 7)
(9, 16, 7)
(9, 16, 6)
(8, 16, 7)
(8, 16, 6)
(8, 15, 5)
(9, 15, 4)
(9, 14, 5)
(10, 14, 6)
(10, 13, 6)
(9, 14, 6)
(9, 15, 6)
(8, 15, 7)
(8, 15, 6)
(9, 15, 7)
(9, 15, 8)
(8, 15, 8)
(8, 14, 9)
(7, 14, 9)
(6, 15, 9)
(5, 14, 9)
(4, 14, 9)
(5, 14, 10)
(6, 14, 10)
(6, 15, 10)
(6, 15, 11)
(7, 16, 11)
(7, 15, 11)
(7, 16, 12)
(8, 16, 13)
(8, 17, 14)
(7, 18, 14)
(7, 18, 15)
(7, 17, 14)
(7, 16, 13)
(8, 17, 13)
(7, 18, 13)
(6, 18, 12)
(6, 18, 11)
(7, 18, 11)
(7, 19, 11)
(8, 18, 11)
(7, 17, 11)
(7, 16, 10)
(8, 16, 9)
(8, 17, 9)
(8, 18, 9)
(8, 18, 8)
(9, 18, 9)
(8, 19, 9)
(7, 20, 9)
(7, 21, 8)
(6, 22, 8)
(6, 23, 8)
(5, 22, 8)
(4, 22, 8)
(3, 22, 8)
(4, 22, 7)
(5, 23, 7)
(6, 22, 7)
(5, 22, 7)
(4, 21, 7)
(4, 21, 8)
(5, 21, 8)
(4, 20, 8)
(5, 20, 7)
(5, 20, 8)
(4, 20, 9)
(3, 20, 8)
(3, 19, 7)
(2, 18, 7)
(2, 19, 6)
(1, 20, 6)
(1, 21, 6)
(1, 22, 6)
(1, 21, 7)
(0, 21, 8)
(0, 21, 9)
(0, 22, 8)
(0, 23, 9)
(0, 24, 9)
(0, 24, 10)
(1, 24, 11)
(2, 24, 11)
(3, 23, 11)
(4, 24, 11)
(3, 24, 11)
(2, 24, 12)
(3, 24, 12)
(2, 25, 12)
(1, 25, 11)
(0, 25, 12)
(1, 26, 12)
(0, 26, 13)
(1, 26, 14)
(1, 27, 15)
(0, 27, 16)
(1, 28, 16)
(1, 29, 15)
(0, 28, 15)
(0, 29, 14)
(0, 30, 14)
(0, 29, 15)
(1, 29, 16)
(2, 29, 16)
(2, 28, 15)
(2, 27, 15)
(1, 27, 16)
(2, 26, 16)
(1, 25, 16)
(1, 26, 15)
(1, 25, 15)
(2, 25, 15)
(3, 25, 14)
(2, 24, 14)
(1, 24, 13)
(0, 25, 13)
(0, 24, 12)
(0, 24, 11)
(1, 23, 11)
(0, 23, 10)
(0, 22, 10)
(0, 22, 9)
(0, 23, 8)
(0, 23, 7)
(1, 23, 8)
(2, 24, 8)
(3, 24, 9)
(3, 23, 8)
(2, 23, 9)
(2, 22, 9)
(2, 23, 10)
(2, 24, 10)
(2, 25, 11)
(2, 25, 10)
(3, 24, 10)
(3, 25, 10)
(4, 25, 11)
(3, 25, 12)
(3, 25, 11)
(3, 26, 12)
(4, 27, 12)
(5, 27, 11)
(5, 26, 11)
(5, 25, 12)
(5, 26, 12)
(5, 27, 12)
(4, 28, 12)
(5, 28, 12)
(4, 28, 13)
(4, 28, 14)
(5, 28, 14)
(5, 27, 14)
(4, 27, 13)
(3, 27, 13)
(2, 28, 13)
(3, 29, 13)
(4, 29, 13)
(3, 30, 13)
(3, 29, 14)
(2, 29, 13)
(3, 29, 12)
(2, 29, 11)
(3, 30, 11)
(3, 31, 11)
(3, 31, 10)
(2, 31, 10)
(1, 31, 10)
(1, 30, 11)
(2, 30, 12)
(1, 29, 12)
(0, 28, 12)
(0, 28, 13)
(0, 29, 13)
(0, 28, 14)
(0, 27, 14)
(0, 27, 13)
(1, 27, 13)
(1, 27, 14)
(1, 28, 13)
(2, 28, 14)
(3, 28, 15)
(3, 27, 15)
(3, 28, 14)
(2, 27, 14)
(2, 27, 13)
(3, 26, 13)
(4, 25, 13)
(4, 25, 12)
(5, 25, 11)
(5, 24, 10)
(5, 23, 11)
(5, 23, 10)
(5, 24, 9)
(6, 25, 9)
(6, 24, 10)
(5, 25, 10)
(4, 26, 10)
(4, 27, 9)
(3, 27, 9)
(3, 28, 10)
(2, 27, 10)
(2, 26, 11)
(2, 26, 10)
(2, 26, 9)
(2, 26, 8)
(2, 26, 7)
(3, 27, 7)
(3, 26, 7)
(3, 25, 8)
(4, 24, 8)
(5, 23, 8)
(5, 23, 9)
(5, 22, 10)
(4, 22, 11)
(4, 22, 10)
(4, 21, 11)
(4, 21, 10)
(5, 21, 9)
(6, 20, 9)
(6, 21, 9)
(7, 21, 9)
(6, 21, 10)
(6, 22, 11)
(7, 21, 11)
(7, 21, 10)
(8, 21, 10)
(7, 22, 10)
(7, 23, 9)
(8, 22, 9)
(8, 22, 10)
(8, 21, 11)
(8, 20, 11)
(7, 20, 11)
(8, 20, 10)
(9, 21, 10)
(9, 20, 10)
(9, 19, 9)
(9, 20, 9)
(10, 20, 8)
(10, 19, 9)
(11, 19, 8)
(11, 18, 7)
(12, 18, 7)
(11, 19, 7)
(10, 19, 8)
(10, 18, 9)
(9, 18, 8)
(9, 19, 8)
(8, 19, 7)
(7, 19, 8)
(7, 19, 7)
(7, 20, 7)
(8, 20, 7)
(9, 20, 8)
(8, 21, 8)
(8, 22, 7)
(8, 23, 7)
(8, 23, 6)
(8, 22, 6)
(8, 21, 5)
(8, 21, 6)
(7, 21, 6)
(7, 20, 6)
(6, 19, 6)
(7, 19, 5)
(6, 18, 5)
(7, 17, 5)
(7, 17, 6)
(6, 17, 5)
(5, 16, 5)
(6, 16, 4)
(6, 15, 3)
(7, 14, 3)
(6, 14, 4)
(6, 15, 5)
(6, 16, 6)
(6, 15, 7)
(6, 15, 8)
(7, 15, 7)
(6, 14, 7)
(6, 14, 6)
(5, 13, 6)
(5, 12, 6)
(5, 13, 5)
(4, 13, 5)
(3, 13, 5)
(2, 13, 6)
(1, 13, 5)
(0, 13, 5)
(0, 14, 4)
(0, 15, 4)
(0, 16, 3)
(1, 16, 2)
(2, 17, 2)
(2, 17, 3)
(2, 17, 4)
(3, 18, 4)
(4, 18, 4)
(4, 19, 3)
(4, 20, 2)
(5, 20, 1)
(5, 20, 2)
(4, 21, 2)
(4, 20, 3)
(4, 21, 4)
(4, 20, 5)
(4, 20, 4)
(5, 20, 3)
(4, 21, 3)
(5, 22, 3)
